sequence	Net charge at pH 7
dbAMP_00029	-8.205168518636818
dbAMP_00051	4.967185961766253
dbAMP_00054	3.7926910438332917
dbAMP_00057	2.773075604659065
dbAMP_00059	-6.23117036277478
dbAMP_00088	-0.9991613469451099
dbAMP_00121	2.7362421066362304
dbAMP_00122	3.73623210673623
dbAMP_00123	2.7362421066362304
dbAMP_00148	1.7555051464407327
dbAMP_00189	2.7938665859560845
dbAMP_00199	1.8860727582635688
dbAMP_00207	5.789125100742768
dbAMP_00247	2.7920473227568205
dbAMP_00283	1.862873713863069
dbAMP_00293	-1.1995034891984937
dbAMP_00302	4.7938018048731355
dbAMP_00303	4.7938018048731355
dbAMP_00304	5.792681043933291
dbAMP_00305	4.7938018048731355
dbAMP_00306	5.792681043933291
dbAMP_00307	4.7938018048731355
dbAMP_00308	4.7938018048731355
dbAMP_00352	2.795844588154084
dbAMP_00354	1.7920003437989274
dbAMP_00358	3.794845587155083
dbAMP_00359	3.7958345882540825
dbAMP_00365	5.789880581860082
dbAMP_00390	3.7918785838580837
dbAMP_00404	2.794845587155083
dbAMP_00420	-1.2862085759941513
dbAMP_00427	3.012919947167647
dbAMP_00436	-4.152146921510939
dbAMP_00437	6.791662043134287
dbAMP_00447	-0.16797358039081445
dbAMP_00449	2.792877584857085
dbAMP_00464	-0.20412541214591307
dbAMP_00468	-0.036506530034870366
dbAMP_00469	2.7938665859560845
dbAMP_00484	1.713669664065005
dbAMP_00512	5.761813749879407
dbAMP_00542	3.773868064834271
dbAMP_00543	2.7748670658332713
dbAMP_00563	0.7948655869550849
dbAMP_00564	0.8749962260417661
dbAMP_00565	-0.13378400311739913
dbAMP_00566	-1.2409189105687424
dbAMP_00569	4.741374632364034
dbAMP_00570	-0.20412541214591307
dbAMP_00572	6.847341799917638
dbAMP_00579	-0.24092891046874354
dbAMP_00585	5.932037383093845
dbAMP_00587	-5.010243363890165
dbAMP_00668	5.787928735952807
dbAMP_00669	5.788917737051808
dbAMP_00670	-0.22392739234393277
dbAMP_00672	-0.11695122389132617
dbAMP_00673	-0.134017523099085
dbAMP_00674	-1.1347082231334507
dbAMP_00675	1.7766885267074817
dbAMP_00676	0.8648617159610699
dbAMP_00680	13.029679862893447
dbAMP_00682	0.7948655869550849
dbAMP_00687	2.8629754740039113
dbAMP_00688	3.860165012030701
dbAMP_00689	3.860165012030701
dbAMP_00690	2.9562511892852976
dbAMP_00691	2.9562511892852976
dbAMP_00693	3.7731025838169554
dbAMP_00694	4.773092583916954
dbAMP_00695	6.847341799917638
dbAMP_00698	2.4783007339547005
dbAMP_00727	-0.19802228852455706
dbAMP_00747	-1.2023139511717038
dbAMP_00752	-1.202882891265225
dbAMP_00759	2.795844588154084
dbAMP_00769	0.8603715528544953
dbAMP_00783	-0.27047859716588407
dbAMP_00789	0.7104001227704595
dbAMP_00864	1.8391662735190875
dbAMP_00874	0.7295214028341159
dbAMP_00877	4.969382123520199
dbAMP_00879	6.838527334125558
dbAMP_00880	-1.2793805862658933
dbAMP_00881	-1.2793805862658933
dbAMP_00882	-1.2793805862658933
dbAMP_00883	-1.2793805862658933
dbAMP_00884	-0.28050134720573794
dbAMP_00922	0.7305104039331161
dbAMP_00923	0.7305104039331161
dbAMP_00929	-0.19139393803609783
dbAMP_00930	-1.190394937037097
dbAMP_00933	-0.25970036600871704
dbAMP_00935	-1.2766918842335269
dbAMP_00936	-1.266790894134517
dbAMP_00938	1.7285224018351153
dbAMP_00942	-1.2964938644315467
dbAMP_00954	-0.269479596166883
dbAMP_00962	0.2218060804862627
dbAMP_00963	-1.266790894134517
dbAMP_00968	-2.1479805146678475
dbAMP_00970	-2.0211803118084752
dbAMP_00978	1.9151420296217214
dbAMP_00998	-6.229992918564326
dbAMP_01001	-2.257458844129028
dbAMP_01022	1.7610258342053542
dbAMP_01028	3.875125810445257
dbAMP_01034	2.8833023181279556
dbAMP_01035	2.7961281298733685
dbAMP_01039	-2.148559454661369
dbAMP_01052	1.7856205377450873
dbAMP_01069	-28.11188746023781
dbAMP_01074	-1.25945684612703
dbAMP_01075	-4.329999861017793
dbAMP_01079	-0.2486886148698635
dbAMP_01112	2.7599650460222502
dbAMP_01128	-1.0644292483616788
dbAMP_01146	-0.23598716269764441
dbAMP_01165	-2.2376568639310084
dbAMP_01169	1.7375461508759678
dbAMP_01207	1.3740825931185627
dbAMP_01209	1.7614358953108313
dbAMP_01263	-2.2458681529966524
dbAMP_01265	-2.275571123293682
dbAMP_01272	-0.06543824926068109
dbAMP_01287	-0.01860175607281178
dbAMP_01390	-3.1609308594223178
dbAMP_01392	4.180434585938384
dbAMP_01402	-2.139924027366174
dbAMP_01429	3.8328216148019885
dbAMP_01435	-2.1605484603525893
dbAMP_01439	3.8290791305876737
dbAMP_01469	3.900305582899399
dbAMP_01470	0.9051140468706107
dbAMP_01482	-0.07699719404642091
dbAMP_01483	-3.0720669701343652
dbAMP_01488	-3.159241158388952
dbAMP_01490	-1.1620616202621632
dbAMP_01519	-1.1640496223601642
dbAMP_01547	2.921228324037263
dbAMP_01555	3.8336440746771987
dbAMP_01581	1.9973807612529955
dbAMP_01582	2.0062827503530043
dbAMP_01585	-5.22142069392102
dbAMP_01596	5.7647305164946125
dbAMP_01598	3.7561056101932997
dbAMP_01608	1.748202622092291
dbAMP_01611	0.7392906330922808
dbAMP_01628	1.8300229622123378
dbAMP_01648	3.7570946112922994
dbAMP_01701	1.7580936122913
dbAMP_01716	0.7600916142893016
dbAMP_01719	1.0206151780540615
dbAMP_01746	3.810701585094698
dbAMP_01761	0.7591026131903019
dbAMP_01836	4.743309377238129
dbAMP_01840	3.759194373431142
dbAMP_01842	2.7592043733311433
dbAMP_01845	1.7175006507962602
dbAMP_01846	1.7184896518952604
dbAMP_01851	0.7591026131903019
dbAMP_01905	-0.23989838581069733
dbAMP_01948	2.7571046111923003
dbAMP_01954	1.7600816143893008
dbAMP_01994	0.7591026131903019
dbAMP_02002	0.7591026131903019
dbAMP_02005	0.7591026131903019
dbAMP_02007	1.758103612191301
dbAMP_02009	0.7591026131903019
dbAMP_02037	0.7591026131903019
dbAMP_02099	0.7591026131903019
dbAMP_02100	1.758103612191301
dbAMP_02102	0.7600916142893016
dbAMP_02105	1.759092613290301
dbAMP_02121	0.7600916142893016
dbAMP_02129	2.7373026309942805
dbAMP_02135	3.7382816321932792
dbAMP_02136	-0.23989838581069733
dbAMP_02137	0.7591026131903019
dbAMP_02151	0.7619030752635112
dbAMP_02257	3.845369560686728
dbAMP_02281	-2.2369661638966436
dbAMP_02334	1.7410273130835403
dbAMP_02356	10.736987070479485
dbAMP_02383	0.7393006329922822
dbAMP_02392	1.7582053723321427
dbAMP_02409	5.843239798847883
dbAMP_02430	0.836375811345879
dbAMP_02438	4.755106609194298
dbAMP_02440	3.760995834505351
dbAMP_02464	-1.2387776248708526
dbAMP_02471	-3.2715929214227337
dbAMP_02491	-4.147550453762368
dbAMP_02492	-4.147550453762368
dbAMP_02493	-4.147550453762368
